ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morphemes,Cognates,Surface_Form,Underlying_Form,Tokens
Aymara-Chan-2019-133-13-13-1,,Aymara,Chan-2019-133-13-13,tunka kimsani,tunka kimsani,t u n k a + k i m s a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,ten three ENUMERATOR,5 1 10,t u n k a + k i m s a + n i,t u n k a + k i m s a + n i,t u n k a + k i m s a + n i
Aymara-Chan-2019-133-14-14-1,,Aymara,Chan-2019-133-14-14,tunka pusini,tunka pusini,t u n k a + p u s i + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,ten four ENUMERATOR,5 8 10,t u n k a + p u s i + n i,t u n k a + p u s i + n i,t u n k a + p u s i + n i
Aymara-Chan-2019-133-15-15-1,,Aymara,Chan-2019-133-15-15,tunka pʰisqani,tunka pʰisqani,t u n k a + pʰ i s q a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,ten five1 ENUMERATOR,5 4 10,t u n k a + pʰ i s q a + n i,t u n k a + pʰ i s q a + n i,t u n k a + pʰ i s q a + n i
Aymara-Chan-2019-133-16-16-1,,Aymara,Chan-2019-133-16-16,tunka suχtani,tunka suχtani,t u n k a + s u χ t a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,ten six ENUMERATOR,5 7 10,t u n k a + s u χ t a + n i,t u n k a + s u χ t a + n i,t u n k a + s u χ t a + n i
Aymara-Chan-2019-133-17-17-1,,Aymara,Chan-2019-133-17-17,tunka paqaʎquni,tunka paqaʎquni,t u n k a + p a + q a ʎ q u + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,ten two five2 ENUMERATOR,5 3 6 10,t u n k a + p a + q a ʎ q u + n i,t u n k a + p a j a + q a ʎ q u + n i,t u n k a + p a -/j -/a + q a ʎ q u + n i
Aymara-Chan-2019-133-18-18-1,,Aymara,Chan-2019-133-18-18,tunka kimsaqaʎquni,tunka kimsaqaʎquni,t u n k a + k i m s a + q a ʎ q u + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,ten three five2 ENUMERATOR,5 1 6 10,t u n k a + k i m s a + q a ʎ q u + n i,t u n k a + k i m s a + q a ʎ q u + n i,t u n k a + k i m s a + q a ʎ q u + n i
Aymara-Chan-2019-133-19-19-1,,Aymara,Chan-2019-133-19-19,tunka ʎaːtunkani,tunka ʎaːtunkani,t u n k a + ʎ aː + t u n k a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,ten nearly ten ENUMERATOR,5 9 5 10,t u n k a + ʎ aː + t u n k a + n i,t u n k a + ʎ aː + t u n k a + n i,t u n k a + ʎ aː + t u n k a + n i
Aymara-Chan-2019-133-20-20-1,,Aymara,Chan-2019-133-20-20,paː tunka,paː tunka,p aː + t u n k a,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten,3 5,p aː + t u n k a,p a j a + t u n k a,p aː/a -/j -/a + t u n k a
Aymara-Chan-2019-133-21-21-1,,Aymara,Chan-2019-133-21-21,paː tunka majani,paː tunka majani,p aː + t u n k a + m a j a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten one ENUMERATOR,3 5 2 10,p aː + t u n k a + m a j a + n i,p a j a + t u n k a + m a j a + n i,p aː/a -/j -/a + t u n k a + m a j a + n i
Aymara-Chan-2019-133-22-22-1,,Aymara,Chan-2019-133-22-22,paː tunka pajani,paː tunka pajani,p aː + t u n k a + p a j a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten two ENUMERATOR,3 5 3 10,p aː + t u n k a + p a j a + n i,p a j a + t u n k a + p a j a + n i,p aː/a -/j -/a + t u n k a + p a j a + n i
Aymara-Chan-2019-133-23-23-1,,Aymara,Chan-2019-133-23-23,paː tunka kimsani,paː tunka kimsani,p aː + t u n k a + k i m s a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten three ENUMERATOR,3 5 1 10,p aː + t u n k a + k i m s a + n i,p a j a + t u n k a + k i m s a + n i,p aː/a -/j -/a + t u n k a + k i m s a + n i
Aymara-Chan-2019-133-24-24-1,,Aymara,Chan-2019-133-24-24,paː tunka pusini,paː tunka pusini,p aː + t u n k a + p u s i + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten four ENUMERATOR,3 5 8 10,p aː + t u n k a + p u s i + n i,p a j a + t u n k a + p u s i + n i,p aː/a -/j -/a + t u n k a + p u s i + n i
Aymara-Chan-2019-133-25-25-1,,Aymara,Chan-2019-133-25-25,paː tunka pʰisqani,paː tunka pʰisqani,p aː + t u n k a + pʰ i s q a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten five1 ENUMERATOR,3 5 4 10,p aː + t u n k a + pʰ i s q a + n i,p a j a + t u n k a + pʰ i s q a + n i,p aː/a -/j -/a + t u n k a + pʰ i s q a + n i
Aymara-Chan-2019-133-26-26-1,,Aymara,Chan-2019-133-26-26,paː tunka suχtani,paː tunka suχtani,p aː + t u n k a + s u χ t a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten six ENUMERATOR,3 5 7 10,p aː + t u n k a + s u χ t a + n i,p a j a + t u n k a + s u χ t a + n i,p aː/a -/j -/a + t u n k a + s u χ t a + n i
Aymara-Chan-2019-133-27-27-1,,Aymara,Chan-2019-133-27-27,paː tunka paqaʎquni,paː tunka paqaʎquni,p aː + t u n k a + p a + q a ʎ q u + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten two five2 ENUMERATOR,3 5 3 6 10,p aː + t u n k a + p a + q a ʎ q u + n i,p a j a + t u n k a + p a j a + q a ʎ q u + n i,p aː/a -/j -/a + t u n k a + p a -/j -/a + q a ʎ q u + n i
Aymara-Chan-2019-133-28-28-1,,Aymara,Chan-2019-133-28-28,paː tunka kimsaqaʎquni,paː tunka kimsaqaʎquni,p aː + t u n k a + k i m s a + q a ʎ q u + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten three five2 ENUMERATOR,3 5 1 6 10,p aː + t u n k a + k i m s a + q a ʎ q u + n i,p a j a + t u n k a + k i m s a + q a ʎ q u + n i,p aː/a -/j -/a + t u n k a + k i m s a + q a ʎ q u + n i
Aymara-Chan-2019-133-29-29-1,,Aymara,Chan-2019-133-29-29,paː tunka ʎaːtunkani,paː tunka ʎaːtunkani,p aː + t u n k a + ʎ aː + t u n k a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,two ten nearly ten ENUMERATOR,3 5 9 5 10,p aː + t u n k a + ʎ aː + t u n k a + n i,p a j a + t u n k a + ʎ aː + t u n k a + n i,p aː/a -/j -/a + t u n k a + ʎ aː + t u n k a + n i
Aymara-Chan-2019-133-30-30-1,,Aymara,Chan-2019-133-30-30,kimsa tunka,kimsa tunka,k i m s a + t u n k a,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten,1 5,k i m s a + t u n k a,k i m s a + t u n k a,k i m s a + t u n k a
Aymara-Chan-2019-133-31-31-1,,Aymara,Chan-2019-133-31-31,kimsa tunka majani,kimsa tunka majani,k i m s a + t u n k a + m a j a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten one ENUMERATOR,1 5 2 10,k i m s a + t u n k a + m a j a + n i,k i m s a + t u n k a + m a j a + n i,k i m s a + t u n k a + m a j a + n i
Aymara-Chan-2019-133-32-32-1,,Aymara,Chan-2019-133-32-32,kimsa tunka pajani,kimsa tunka pajani,k i m s a + t u n k a + p a j a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten two ENUMERATOR,1 5 3 10,k i m s a + t u n k a + p a j a + n i,k i m s a + t u n k a + p a j a + n i,k i m s a + t u n k a + p a j a + n i
Aymara-Chan-2019-133-33-33-1,,Aymara,Chan-2019-133-33-33,kimsa tunka kimsani,kimsa tunka kimsani,k i m s a + t u n k a + k i m s a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten three ENUMERATOR,1 5 1 10,k i m s a + t u n k a + k i m s a + n i,k i m s a + t u n k a + k i m s a + n i,k i m s a + t u n k a + k i m s a + n i
Aymara-Chan-2019-133-34-34-1,,Aymara,Chan-2019-133-34-34,kimsa tunka pusini,kimsa tunka pusini,k i m s a + t u n k a + p u s i + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten four ENUMERATOR,1 5 8 10,k i m s a + t u n k a + p u s i + n i,k i m s a + t u n k a + p u s i + n i,k i m s a + t u n k a + p u s i + n i
Aymara-Chan-2019-133-35-35-1,,Aymara,Chan-2019-133-35-35,kimsa tunka pʰisqani,kimsa tunka pʰisqani,k i m s a + t u n k a + pʰ i s q a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten five1 ENUMERATOR,1 5 4 10,k i m s a + t u n k a + pʰ i s q a + n i,k i m s a + t u n k a + pʰ i s q a + n i,k i m s a + t u n k a + pʰ i s q a + n i
Aymara-Chan-2019-133-36-36-1,,Aymara,Chan-2019-133-36-36,kimsa tunka suχtani,kimsa tunka suχtani,k i m s a + t u n k a + s u χ t a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten six ENUMERATOR,1 5 7 10,k i m s a + t u n k a + s u χ t a + n i,k i m s a + t u n k a + s u χ t a + n i,k i m s a + t u n k a + s u χ t a + n i
Aymara-Chan-2019-133-37-37-1,,Aymara,Chan-2019-133-37-37,kimsa tunka paqaʎquni,kimsa tunka paqaʎquni,k i m s a + t u n k a + p a + q a ʎ q u + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten two five2 ENUMERATOR,1 5 3 6 10,k i m s a + t u n k a + p a + q a ʎ q u + n i,k i m s a + t u n k a + p a j a + q a ʎ q u + n i,k i m s a + t u n k a + p a -/j -/a + q a ʎ q u + n i
Aymara-Chan-2019-133-38-38-1,,Aymara,Chan-2019-133-38-38,kimsa tunka kimsaqaʎquni,kimsa tunka kimsaqaʎquni,k i m s a + t u n k a + k i m s a + q a ʎ q u + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten three five2 ENUMERATOR,1 5 1 6 10,k i m s a + t u n k a + k i m s a + q a ʎ q u + n i,k i m s a + t u n k a + k i m s a + q a ʎ q u + n i,k i m s a + t u n k a + k i m s a + q a ʎ q u + n i
Aymara-Chan-2019-133-39-39-1,,Aymara,Chan-2019-133-39-39,kimsa tunka ʎaːtunkani,kimsa tunka ʎaːtunkani,k i m s a + t u n k a + ʎ aː + t u n k a + n i,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,three ten nearly ten ENUMERATOR,1 5 9 5 10,k i m s a + t u n k a + ʎ aː + t u n k a + n i,k i m s a + t u n k a + ʎ aː + t u n k a + n i,k i m s a + t u n k a + ʎ aː + t u n k a + n i
Aymara-Chan-2019-133-40-40-1,,Aymara,Chan-2019-133-40-40,pusi tunka,pusi tunka,p u s i + t u n k a,,Aymara1;Aymara2;Aymara3;Aymara4;Aymara5;Aymara6,,,,,four ten,8 5,p u s i + t u n k a,p u s i + t u n k a,p u s i + t u n k a
Cavinena-Chan-2019-133-1-1-1,,Cavinena,Chan-2019-133-1-1,peaɟa,peaɟa,p e a ɟ a,,Cavineña1;Cavineña2,,,,,one,4,p e a ɟ a,p e a ɟ a,p e a ɟ a
Cavinena-Chan-2019-133-2-2-1,,Cavinena,Chan-2019-133-2-2,beta,beta,b e t a,,Cavineña1;Cavineña2,,,,,two1,1,b e t a,b e t a,b e t a
Cavinena-Chan-2019-133-3-3-1,,Cavinena,Chan-2019-133-3-3,kimiɕa,kimiɕa,k i m i ɕ a,,Cavineña1;Cavineña2,,,,,three,8,k i m i ɕ a,k i m i ɕ a,k i m i ɕ a
Cavinena-Chan-2019-133-4-4-1,,Cavinena,Chan-2019-133-4-4,pʊɕi,pʊɕi,p ʊ ɕ i,,Cavineña1;Cavineña2,,,,,four,11,p ʊ ɕ i,p ʊ ɕ i,p ʊ ɕ i
Cavinena-Chan-2019-133-5-5-1,,Cavinena,Chan-2019-133-5-5,piɕika,piɕika,p i ɕ i k a,,Cavineña1;Cavineña2,,,,,five1,10,p i ɕ i k a,p i ɕ i k a,p i ɕ i k a
Cavinena-Chan-2019-133-6-6-1,,Cavinena,Chan-2019-133-6-6,ɕʊkʊta,ɕʊkʊta,ɕ ʊ k ʊ t a,,Cavineña1;Cavineña2,,,,,six,2,ɕ ʊ k ʊ t a,ɕ ʊ k ʊ t a,ɕ ʊ k ʊ t a
Cavinena-Chan-2019-133-7-7-1,,Cavinena,Chan-2019-133-7-7,pakarʊkʊ,pakarʊkʊ,p a + k a r ʊ k ʊ,,Cavineña1;Cavineña2,,,,,two2 five2,5 7,p a + k a r ʊ k ʊ,p a + k a r ʊ k ʊ,p a + k a r ʊ k ʊ
Cavinena-Chan-2019-133-8-8-1,,Cavinena,Chan-2019-133-8-8,kimisakarʊkʊ,kimisakarʊkʊ,k i m i s a + k a r ʊ k ʊ,,Cavineña1;Cavineña2,,,,,three five2,8 7,k i m i s a + k a r ʊ k ʊ,k i m i ɕ a + k a r ʊ k ʊ,k i m i s/ɕ a + k a r ʊ k ʊ
Cavinena-Chan-2019-133-9-9-1,,Cavinena,Chan-2019-133-9-9,pʊskʊrʊkʊ,pʊskʊrʊkʊ,p ʊ s + k ʊ r ʊ k ʊ,,Cavineña1;Cavineña2,,,,,four five2,11 7,p ʊ s + k ʊ r ʊ k ʊ,p ʊ ɕ i + k a r ʊ k ʊ,p ʊ s/ɕ -/i + k ʊ/a r ʊ k ʊ
Cavinena-Chan-2019-133-10-10-1,,Cavinena,Chan-2019-133-10-10,tʊŋka,tʊŋka,t ʊ ŋ k a,,Cavineña1;Cavineña2,,,,,ten,12,t ʊ ŋ k a,t ʊ ŋ k a,t ʊ ŋ k a
Cavinena-Chan-2019-133-11-11-1,,Cavinena,Chan-2019-133-11-11,peaɟa tʊŋka peaɟa earakana,peaɟa tʊŋka peaɟa earakana,p e a ɟ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten one unit,4 12 4 6,p e a ɟ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a
Cavinena-Chan-2019-133-12-12-1,,Cavinena,Chan-2019-133-12-12,peaɟa tʊŋka beta earakana,peaɟa tʊŋka beta earakana,p e a ɟ a + t ʊ ŋ k a + b e t a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten two1 unit,4 12 1 6,p e a ɟ a + t ʊ ŋ k a + b e t a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + b e t a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + b e t a + e a r a k a n a
Cavinena-Chan-2019-133-13-13-1,,Cavinena,Chan-2019-133-13-13,peaɟa tʊŋka kimiɕa earakana,peaɟa tʊŋka kimiɕa earakana,p e a ɟ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten three unit,4 12 8 6,p e a ɟ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a
Cavinena-Chan-2019-133-14-14-1,,Cavinena,Chan-2019-133-14-14,peaɟa tʊŋka pʊɕi earakana,peaɟa tʊŋka pʊɕi earakana,p e a ɟ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten four unit,4 12 11 6,p e a ɟ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a
Cavinena-Chan-2019-133-15-15-1,,Cavinena,Chan-2019-133-15-15,peaɟa tʊŋka piɕika earakana,peaɟa tʊŋka piɕika earakana,p e a ɟ a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten five1 unit,4 12 10 6,p e a ɟ a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a
Cavinena-Chan-2019-133-16-16-1,,Cavinena,Chan-2019-133-16-16,peaɟa tʊŋka ɕʊkʊta earakana,peaɟa tʊŋka ɕʊkʊta earakana,p e a ɟ a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten six unit,4 12 2 6,p e a ɟ a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a
Cavinena-Chan-2019-133-17-17-1,,Cavinena,Chan-2019-133-17-17,peaɟa tʊŋka pakarʊkʊ earakana,peaɟa tʊŋka pakarʊkʊ earakana,p e a ɟ a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten two2 five2 unit,4 12 5 7 6,p e a ɟ a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a
Cavinena-Chan-2019-133-18-18-1,,Cavinena,Chan-2019-133-18-18,peaɟa tʊŋka kimisakarʊkʊ earakana,peaɟa tʊŋka kimisakarʊkʊ earakana,p e a ɟ a + t ʊ ŋ k a + k i m i s a + k a r ʊ k ʊ + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten three five2 unit,4 12 8 7 6,p e a ɟ a + t ʊ ŋ k a + k i m i s a + k a r ʊ k ʊ + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + k i m i ɕ a + k a r ʊ k ʊ + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + k i m i s/ɕ a + k a r ʊ k ʊ + e a r a k a n a
Cavinena-Chan-2019-133-19-19-1,,Cavinena,Chan-2019-133-19-19,peaɟa tʊŋka pʊskʊrʊkʊ earakana,peaɟa tʊŋka pʊskʊrʊkʊ earakana,p e a ɟ a + t ʊ ŋ k a + p ʊ s + k ʊ r ʊ k ʊ + e a r a k a n a,,Cavineña1;Cavineña2,,,,,one ten four five2 unit,4 12 11 7 6,p e a ɟ a + t ʊ ŋ k a + p ʊ s + k ʊ r ʊ k ʊ + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p ʊ ɕ i + k a r ʊ k ʊ + e a r a k a n a,p e a ɟ a + t ʊ ŋ k a + p ʊ s/ɕ -/i + k ʊ/a r ʊ k ʊ + e a r a k a n a
Cavinena-Chan-2019-133-20-20-1,,Cavinena,Chan-2019-133-20-20,beta tʊŋka,beta tʊŋka,b e t a + t ʊ ŋ k a,,Cavineña1;Cavineña2,,,,,two1 ten,1 12,b e t a + t ʊ ŋ k a,b e t a + t ʊ ŋ k a,b e t a + t ʊ ŋ k a
Cavinena-Chan-2019-133-21-21-1,,Cavinena,Chan-2019-133-21-21,beta tʊŋka peaɟa earakana,beta tʊŋka peaɟa earakana,b e t a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten one unit,1 12 4 6,b e t a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,b e t a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,b e t a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a
Cavinena-Chan-2019-133-22-22-1,,Cavinena,Chan-2019-133-22-22,beta tʊŋka beta earakana,beta tʊŋka beta earakana,b e t a + t ʊ ŋ k a + b e t a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten two1 unit,1 12 1 6,b e t a + t ʊ ŋ k a + b e t a + e a r a k a n a,b e t a + t ʊ ŋ k a + b e t a + e a r a k a n a,b e t a + t ʊ ŋ k a + b e t a + e a r a k a n a
Cavinena-Chan-2019-133-23-23-1,,Cavinena,Chan-2019-133-23-23,beta tʊŋka kimiɕa earakana,beta tʊŋka kimiɕa earakana,b e t a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten three unit,1 12 8 6,b e t a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,b e t a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,b e t a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a
Cavinena-Chan-2019-133-24-24-1,,Cavinena,Chan-2019-133-24-24,beta tʊŋka pʊɕi earakana,beta tʊŋka pʊɕi earakana,b e t a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten four unit,1 12 11 6,b e t a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,b e t a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,b e t a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a
Cavinena-Chan-2019-133-25-25-1,,Cavinena,Chan-2019-133-25-25,beta tʊŋka piɕika earakana,beta tʊŋka piɕika earakana,b e t a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten five1 unit,1 12 10 6,b e t a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a,b e t a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a,b e t a + t ʊ ŋ k a + p i ɕ i k a + e a r a k a n a
Cavinena-Chan-2019-133-26-26-1,,Cavinena,Chan-2019-133-26-26,beta tʊŋka ɕʊkʊta earakana,beta tʊŋka ɕʊkʊta earakana,b e t a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten six unit,1 12 2 6,b e t a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a,b e t a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a,b e t a + t ʊ ŋ k a + ɕ ʊ k ʊ t a + e a r a k a n a
Cavinena-Chan-2019-133-27-27-1,,Cavinena,Chan-2019-133-27-27,beta tʊŋka pakarʊkʊ earakana,beta tʊŋka pakarʊkʊ earakana,b e t a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten two2 five2 unit,1 12 5 7 6,b e t a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a,b e t a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a,b e t a + t ʊ ŋ k a + p a + k a r ʊ k ʊ + e a r a k a n a
Cavinena-Chan-2019-133-28-28-1,,Cavinena,Chan-2019-133-28-28,beta tʊŋka kimisakarʊkʊ earakana,beta tʊŋka kimisakarʊkʊ earakana,b e t a + t ʊ ŋ k a + k i m i s a + k a r ʊ k ʊ + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten three five2 unit,1 12 8 7 6,b e t a + t ʊ ŋ k a + k i m i s a + k a r ʊ k ʊ + e a r a k a n a,b e t a + t ʊ ŋ k a + k i m i ɕ a + k a r ʊ k ʊ + e a r a k a n a,b e t a + t ʊ ŋ k a + k i m i s/ɕ a + k a r ʊ k ʊ + e a r a k a n a
Cavinena-Chan-2019-133-29-29-1,,Cavinena,Chan-2019-133-29-29,beta tʊŋka pʊskʊrʊkʊ earakana,beta tʊŋka pʊskʊrʊkʊ earakana,b e t a + t ʊ ŋ k a + p ʊ s + k ʊ r ʊ k ʊ + e a r a k a n a,,Cavineña1;Cavineña2,,,,,two1 ten four five2 unit,1 12 11 7 6,b e t a + t ʊ ŋ k a + p ʊ s + k ʊ r ʊ k ʊ + e a r a k a n a,b e t a + t ʊ ŋ k a + p ʊ ɕ i + k a r ʊ k ʊ + e a r a k a n a,b e t a + t ʊ ŋ k a + p ʊ s/ɕ -/i + k ʊ/a r ʊ k ʊ + e a r a k a n a
Cavinena-Chan-2019-133-30-30-1,,Cavinena,Chan-2019-133-30-30,kimiɕa tʊŋka,kimiɕa tʊŋka,k i m i ɕ a + t ʊ ŋ k a,,Cavineña1;Cavineña2,,,,,three ten,8 12,k i m i ɕ a + t ʊ ŋ k a,k i m i ɕ a + t ʊ ŋ k a,k i m i ɕ a + t ʊ ŋ k a
Cavinena-Chan-2019-133-31-31-1,,Cavinena,Chan-2019-133-31-31,kimiɕa tʊŋka peaɟa earakana,kimiɕa tʊŋka peaɟa earakana,k i m i ɕ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,three ten one unit,8 12 4 6,k i m i ɕ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + p e a ɟ a + e a r a k a n a
Cavinena-Chan-2019-133-32-32-1,,Cavinena,Chan-2019-133-32-32,kimiɕa tʊŋka beta earakana,kimiɕa tʊŋka beta earakana,k i m i ɕ a + t ʊ ŋ k a + b e t a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,three ten two1 unit,8 12 1 6,k i m i ɕ a + t ʊ ŋ k a + b e t a + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + b e t a + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + b e t a + e a r a k a n a
Cavinena-Chan-2019-133-33-33-1,,Cavinena,Chan-2019-133-33-33,kimiɕa tʊŋka kimiɕa earakana,kimiɕa tʊŋka kimiɕa earakana,k i m i ɕ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,,Cavineña1;Cavineña2,,,,,three ten three unit,8 12 8 6,k i m i ɕ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + k i m i ɕ a + e a r a k a n a
Cavinena-Chan-2019-133-34-34-1,,Cavinena,Chan-2019-133-34-34,kimiɕa tʊŋka pʊɕi earakana,kimiɕa tʊŋka pʊɕi earakana,k i m i ɕ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,,Cavineña1;Cavineña2,,,,,three ten four unit,8 12 11 6,k i m i ɕ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a,k i m i ɕ a + t ʊ ŋ k a + p ʊ ɕ i + e a r a k a n a
